ID,name,count,CoCh,HoRatio,InchoRatio,PerTra,InPerTra
002046,国机精工,5,-1,6.25,-3.95,6.31,-3.98
603239,浙江仙通,5,1,2.84,0.95,2.84,0.95
300217,东方电热,5,-1,6.78,-1.43,7.09,-1.23
002126,银轮股份,5,0,7.63,-0.20,7.63,-0.20
603067,振华股份,5,1,5.61,2.24,5.68,2.24
300014,亿纬锂能,5,0,3.26,-0.46,3.26,-0.46
001332,锡装股份,5,5,1.71,1.71,6.85,6.85
300705,九典制药,5,1,5.68,1.74,5.68,1.74
002176,江特电机,5,1,6.25,1.09,6.25,1.09
002268,卫士通,5,1,6.63,1.19,6.69,1.20
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
603601,再升科技,5,0,9.62,1.20,9.62,1.20
600905,三峡能源,5,-1,1.17,-0.01,3.90,-0.05
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
688239,航宇科技,5,-2,8.25,2.98,11.42,-13.31
688019,安集科技,5,-1,5.21,-0.05,5.21,-3.92
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
601058,赛轮轮胎,5,-1,8.47,-1.79,8.57,-3.42
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
600461,洪城环境,5,1,3.77,1.06,4.27,1.20
300860,锋尚文化,5,4,2.74,2.54,8.96,8.31
603613,国联股份,5,0,9.43,0.18,9.43,-4.89
603032,德新交运,5,0,4.52,0.27,4.76,0.32
688521,芯原股份,5,1,7.27,0.76,17.27,1.47
002536,飞龙股份,5,4,6.00,5.80,6.00,5.80
601007,金陵饭店,5,0,7.49,-0.07,7.49,-0.07
601208,东材科技,5,0,5.83,-1.57,6.20,-1.51
001332,锡装股份,5,5,1.71,1.71,6.85,6.85
300705,九典制药,5,1,5.68,1.74,5.68,1.74
002176,江特电机,5,1,6.25,1.09,6.25,1.09
002268,卫士通,5,1,6.63,1.19,6.69,1.20
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
600416,湘电股份,5,1,6.32,1.12,11.62,2.07
603601,再升科技,5,0,9.62,1.20,9.62,1.20
600905,三峡能源,5,-1,1.17,-0.01,3.90,-0.05
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
600461,洪城环境,5,1,3.77,1.06,4.27,1.20
300860,锋尚文化,5,4,2.74,2.54,8.96,8.31
603613,国联股份,5,0,9.43,0.18,9.43,-4.89
603032,德新交运,5,0,4.52,0.27,4.76,0.32
688521,芯原股份,5,1,7.27,0.76,17.27,1.47
002536,飞龙股份,5,4,6.00,5.80,6.00,5.80
601007,金陵饭店,5,0,7.49,-0.07,7.49,-0.07
601208,东材科技,5,0,5.83,-1.57,6.20,-1.51
600765,中航重机,5,1,5.89,1.39,6.49,1.52
001332,锡装股份,5,5,1.71,1.71,6.85,6.85
300705,九典制药,5,1,5.68,1.74,5.68,1.74
002176,江特电机,5,1,6.25,1.09,6.25,1.09
002268,卫士通,5,1,6.63,1.19,6.69,1.20
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
603601,再升科技,5,0,9.62,1.20,9.62,1.20
600905,三峡能源,5,-1,1.17,-0.01,3.90,-0.05
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
301155,海力风电,5,0,1.67,0.22,6.67,0.88
002466,天齐锂业,5,-1,2.45,-0.66,2.72,-0.39
000811,冰轮环境,5,0,5.60,0.03,5.60,0.03
688192,迪哲医药,5,2,0.89,0.49,9.31,5.19
688102,斯瑞新材,5,3,0.98,0.85,11.21,9.59
601058,赛轮轮胎,5,-1,8.47,-1.79,8.57,-3.42
603067,振华股份,5,1,5.61,2.24,5.68,2.24
603601,再升科技,5,0,9.62,1.20,9.62,1.20
600905,三峡能源,5,-1,1.17,-0.01,3.90,-0.05
002439,启明星辰,5,-1,7.67,0.91,7.87,0.97
001227,兰州银行,5,0,0.29,0.07,2.85,0.66
605286,同力日升,5,1,3.31,1.09,12.29,4.53
300999,金龙鱼,5,2,0.53,0.13,5.29,1.30
002353,杰瑞股份,5,0,7.89,-0.50,8.46,0.07
603305,旭升股份,5,2,4.59,3.10,4.59,3.10
603989,艾华集团,5,1,7.64,-0.26,7.64,-0.26
603612,索通发展,5,1,6.64,2.14,7.02,2.26
600378,昊华科技,5,0,5.33,0.20,5.42,0.20
600703,三安光电,5,-1,6.28,-1.51,6.90,-1.66
601155,新城控股,5,0,2.38,-0.37,2.38,-0.37
000539,粤电力A,5,2,2.67,0.78,5.48,1.60
600885,宏发股份,5,0,5.50,-2.99,5.50,-2.99
601928,凤凰传媒,5,-2,3.04,-0.92,3.04,-0.92
603699,纽威股份,5,0,5.55,-0.87,5.55,-0.87
688033,天宜上佳,5,2,8.82,3.01,8.82,0.30
600258,首旅酒店,5,-1,4.00,-1.34,4.18,-1.41
603730,岱美股份,5,0,3.76,0.18,3.76,0.18
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
002402,和而泰,5,-1,9.68,-5.08,9.68,-5.08
688035,德邦科技,5,5,3.06,3.06,14.75,14.75
600533,栖霞建设,5,4,7.01,6.37,7.01,6.37
600975,新五丰,5,-1,3.40,-1.50,4.19,-1.86
603707,健友股份,5,0,7.27,0.31,7.28,0.30
600348,华阳股份,5,1,2.31,-0.13,2.31,-0.13
603308,应流股份,5,0,13.25,-0.73,13.25,-0.73
600521,华海药业,5,1,5.29,0.38,5.39,0.39
600685,中船防务,5,3,1.92,1.46,3.31,2.52
688408,中信博,5,-1,9.67,-0.53,17.97,-1.34
688598,金博股份,5,2,6.72,1.40,9.39,2.84
600597,光明乳业,5,0,2.61,-0.01,2.77,-0.01
601668,中国建筑,5,-1,1.97,-0.05,2.03,-0.04
002402,和而泰,5,-1,9.68,-5.08,9.68,-5.08
002317,众生药业,5,1,9.52,3.03,9.58,3.04
605555,德昌股份,5,2,2.54,1.74,9.66,6.61
688035,德邦科技,5,5,3.06,3.06,14.75,14.75
688019,安集科技,5,-1,5.21,-0.05,5.21,-3.92
600533,栖霞建设,5,4,7.01,6.37,7.01,6.37
600975,新五丰,5,-1,3.40,-1.50,4.19,-1.86
603707,健友股份,5,0,7.27,0.31,7.28,0.30
600348,华阳股份,5,1,2.31,-0.13,2.31,-0.13
603308,应流股份,5,0,13.25,-0.73,13.25,-0.73
600521,华海药业,5,1,5.29,0.38,5.39,0.39
600685,中船防务,5,3,1.92,1.46,3.31,2.52
688408,中信博,5,-1,9.67,-0.53,17.97,-1.34
002030,达安基因,5,0,3.24,0.58,3.24,0.58
002765,蓝黛科技,5,1,6.39,1.67,6.48,1.55
600416,湘电股份,5,1,6.32,1.12,11.62,2.07
002832,比音勒芬,6,0,11.28,0.48,11.28,0.48
301349,信德新材,6,6,2.97,2.97,12.51,12.51
002430,杭氧股份,6,0,7.85,-0.97,8.00,-0.99
002967,广电计量,6,2,6.78,1.46,16.41,3.55
300034,钢研高纳,6,1,10.21,3.74,10.95,3.97
300870,欧陆通,6,2,9.33,1.42,24.27,3.71
300274,阳光电源,6,0,3.99,-0.82,3.99,-0.82
600600,青岛啤酒,6,0,2.92,0.78,5.70,1.50
300443,金雷股份,6,2,4.82,0.63,4.82,0.63
688236,春立医疗,6,5,1.42,1.35,16.45,15.63
300982,苏文电能,6,-2,2.93,-0.51,11.74,-2.03
002120,韵达股份,6,1,7.28,1.24,7.29,1.24
002993,奥海科技,6,0,1.24,-1.61,5.40,-5.16
600195,中牧股份,6,1,5.68,0.65,5.68,0.65
688223,晶科能源,6,0,2.12,0.24,15.16,1.26
603995,甬金股份,6,1,8.61,0.79,17.79,1.62
600004,白云机场,6,1,4.15,0.61,4.15,0.61
688611,杭州柯林,6,-1,4.04,-0.61,16.99,-2.57
603806,福斯特,6,0,3.96,-0.04,3.96,-0.04
603920,世运电路,6,-1,6.30,-0.75,6.30,-0.75
688269,凯立新材,6,0,8.52,0.09,18.04,0.21
002284,亚太股份,6,1,2.62,0.24,2.62,0.24
600371,万向德农,6,-1,6.93,-0.27,6.93,-0.27
603886,元祖股份,6,-1,8.41,-0.49,8.41,-0.49
688568,中科星图,6,1,5.28,0.45,12.15,2.09
300979,华利集团,6,0,2.16,-0.45,17.29,-3.58
688167,炬光科技,6,-1,2.55,-0.44,11.23,-1.92
002557,洽洽食品,6,-1,5.53,0.01,5.53,0.01
300628,亿联网络,6,0,4.53,0.05,4.54,0.04
002724,海洋王,6,0,6.96,0.27,7.20,0.28
300438,鹏辉能源,6,0,8.52,-2.35,8.53,-2.36
301333,诺思格,6,6,3.29,3.29,13.18,13.18
603987,康德莱,6,0,12.55,1.69,12.61,1.70
300274,阳光电源,6,0,3.99,-0.82,3.99,-0.82
600600,青岛啤酒,6,0,2.92,0.78,5.70,1.50
300443,金雷股份,6,2,4.82,0.63,4.82,0.63
688236,春立医疗,6,5,1.42,1.35,16.45,15.63
300982,苏文电能,6,-2,2.93,-0.51,11.74,-2.03
300529,健帆生物,6,1,7.18,1.06,7.18,1.05
300837,浙矿股份,6,1,9.65,1.57,29.01,4.71
002459,晶澳科技,6,0,4.33,0.09,9.47,0.19
603997,继峰股份,6,-1,6.06,-2.17,7.68,-2.75
002993,奥海科技,6,0,1.24,-1.61,5.40,-5.16
002881,美格智能,6,1,6.37,1.94,6.42,1.94
603908,牧高笛,6,1,7.13,-0.31,7.13,-0.31
000543,皖能电力,6,5,4.72,4.44,4.72,4.37
600863,内蒙华电,6,-1,3.79,-0.93,3.79,-0.93
600497,驰宏锌锗,6,0,7.27,2.16,7.27,2.16
000049,德赛电池,6,0,7.61,0.68,7.64,0.67
688358,祥生医疗,6,4,2.88,2.44,11.52,9.74
300384,三联虹普,6,0,6.36,-0.07,6.38,-0.08
688628,优利德,6,1,4.21,0.25,12.03,0.71
688162,巨一科技,6,0,2.60,0.53,12.86,2.65
600195,中牧股份,6,1,5.68,0.65,5.68,0.65
688223,晶科能源,6,0,2.12,0.24,15.16,1.26
603995,甬金股份,6,1,8.61,0.79,17.79,1.62
600004,白云机场,6,1,4.15,0.61,4.15,0.61
688611,杭州柯林,6,-1,4.04,-0.61,16.99,-2.57
603806,福斯特,6,0,3.96,-0.04,3.96,-0.04
603920,世运电路,6,-1,6.30,-0.75,6.30,-0.75
688269,凯立新材,6,0,8.52,0.09,18.04,0.21
003031,中瓷电子,6,3,4.33,2.84,13.03,8.55
600129,太极集团,6,1,9.24,2.60,9.24,2.60
600938,中国海油,6,1,0.50,0.27,15.92,8.45
300529,健帆生物,6,1,7.18,1.06,7.18,1.05
300837,浙矿股份,6,1,9.65,1.57,29.01,4.71
002459,晶澳科技,6,0,4.33,0.09,9.47,0.19
603997,继峰股份,6,-1,6.06,-2.17,7.68,-2.75
002881,美格智能,6,1,6.37,1.94,6.42,1.94
603908,牧高笛,6,1,7.13,-0.31,7.13,-0.31
000543,皖能电力,6,5,4.72,4.44,4.72,4.37
600863,内蒙华电,6,-1,3.79,-0.93,3.79,-0.93
600497,驰宏锌锗,6,0,7.27,2.16,7.27,2.16
000049,德赛电池,6,0,7.61,0.68,7.64,0.67
688358,祥生医疗,6,4,2.88,2.44,11.52,9.74
300384,三联虹普,6,0,6.36,-0.07,6.38,-0.08
688628,优利德,6,1,4.21,0.25,12.03,0.71
688162,巨一科技,6,0,2.60,0.53,12.86,2.65
600195,中牧股份,6,1,5.68,0.65,5.68,0.65
600779,水井坊,6,2,5.38,0.26,5.38,0.26
688223,晶科能源,6,0,2.12,0.24,15.16,1.26
603995,甬金股份,6,1,8.61,0.79,17.79,1.62
600004,白云机场,6,1,4.15,0.61,4.15,0.61
688611,杭州柯林,6,-1,4.04,-0.61,16.99,-2.57
603806,福斯特,6,0,3.96,-0.04,3.96,-0.04
603920,世运电路,6,-1,6.30,-0.75,6.30,-0.75
688269,凯立新材,6,0,8.52,0.09,18.04,0.21
600988,赤峰黄金,6,0,14.27,2.76,15.47,2.99
603396,金辰股份,6,0,3.87,0.93,3.88,0.93
603901,永创智能,6,0,11.03,-0.15,11.21,-0.16
603166,福达股份,6,5,3.82,3.59,3.82,3.59
688369,致远互联,6,3,19.59,10.32,25.45,13.40
300661,圣邦股份,6,1,14.21,4.00,14.21,4.00
688388,嘉元科技,6,-1,9.54,-1.02,9.54,-4.94
603799,华友钴业,6,2,4.58,1.35,4.64,1.38
600754,锦江酒店,6,1,4.11,-0.48,4.81,-0.57
688257,新锐股份,6,-1,2.06,-1.07,9.00,-4.63
000423,东阿阿胶,6,1,3.60,0.39,3.60,0.39
600732,爱旭股份,6,0,5.50,2.55,7.43,-1.56
301207,华兰疫苗,6,-2,0.76,-0.44,8.39,-5.24
002120,韵达股份,6,1,7.28,1.24,7.29,1.24
603897,长城科技,6,2,6.67,3.35,6.67,3.35
600316,洪都航空,6,-1,4.29,0.03,4.29,0.03
603396,金辰股份,6,0,3.87,0.93,3.88,0.93
603901,永创智能,6,0,11.03,-0.15,11.21,-0.16
603166,福达股份,6,5,3.82,3.59,3.82,3.59
688369,致远互联,6,3,19.59,10.32,25.45,13.40
300661,圣邦股份,6,1,14.21,4.00,14.21,4.00
688388,嘉元科技,6,-1,9.54,-1.02,9.54,-4.94
603799,华友钴业,6,2,4.58,1.35,4.64,1.38
600754,锦江酒店,6,1,4.11,-0.48,4.81,-0.57
688257,新锐股份,6,-1,2.06,-1.07,9.00,-4.63
000423,东阿阿胶,6,1,3.60,0.39,3.60,0.39
600732,爱旭股份,6,0,5.50,2.55,7.43,-1.56
301207,华兰疫苗,6,-2,0.76,-0.44,8.39,-5.24
002120,韵达股份,6,1,7.28,1.24,7.29,1.24
002993,奥海科技,6,0,1.24,-1.61,5.40,-5.16
002885,京泉华,6,1,6.15,0.72,6.15,0.72
600779,水井坊,6,2,5.38,0.26,5.38,0.26
000902,新洋丰,7,1,7.90,-0.21,8.27,-0.22
002444,巨星科技,7,0,7.29,-1.36,7.29,-1.36
300699,光威复材,7,3,7.96,4.25,7.96,4.25
300012,华测检测,7,0,12.62,0.73,12.62,0.73
600298,安琪酵母,7,0,5.48,-0.32,5.78,-0.34
301193,家联科技,7,7,3.80,3.80,16.01,16.01
688661,和林微纳,7,2,3.84,2.44,13.82,9.32
300416,苏试试验,7,1,8.37,0.76,8.37,0.16
002938,鹏鼎控股,7,1,5.56,0.89,5.76,0.91
002991,甘源食品,7,0,8.31,3.43,18.98,7.82
605089,味知香,7,-2,3.52,-0.52,13.27,-1.99
002756,永兴材料,7,1,6.90,0.22,7.09,0.36
000733,振华科技,7,0,9.81,0.65,9.81,0.65
601001,晋控煤业,7,0,8.54,2.37,8.54,2.37
688345,博力威,7,1,5.64,2.91,22.77,11.76
600399,抚顺特钢,7,-1,8.99,-1.25,8.99,-1.25
600971,恒源煤电,7,2,5.19,0.40,5.19,0.40
000999,华润三九,7,0,7.15,1.80,7.22,1.83
600563,法拉电子,7,0,11.38,-0.60,11.38,-0.60
688016,心脉医疗,7,-1,8.50,-1.03,15.83,-1.94
600529,山东药玻,7,0,7.57,0.53,7.57,0.53
688037,芯源微,7,1,7.96,2.32,16.33,4.76
301096,百诚医药,7,-2,7.00,0.15,28.88,0.61
000682,东方电子,7,1,16.59,3.66,16.59,3.66
605166,聚合顺,7,0,12.74,1.17,21.43,1.96
301190,善水科技,7,-1,2.12,-2.09,8.50,-8.33
002938,鹏鼎控股,7,1,5.56,0.89,5.76,0.91
002991,甘源食品,7,0,8.31,3.43,18.98,7.82
301153,中科江南,7,2,3.18,1.73,14.42,7.84
605369,拱东医疗,7,0,6.35,-1.37,25.31,-5.75
688267,中触媒,7,1,5.25,1.94,24.09,8.23
600132,重庆啤酒,7,0,5.84,-0.04,5.84,-0.04
301099,雅创电子,7,0,2.06,-0.02,9.55,-0.07
301018,申菱环境,7,0,4.31,1.49,9.17,-3.38
603868,飞科电器,7,0,3.61,0.33,3.61,0.33
300856,科思股份,7,-1,6.91,-1.91,19.85,-5.79
688331,荣昌生物,7,2,1.72,0.79,21.27,9.14
300035,中科电气,7,0,10.14,-0.18,10.45,-1.57
688025,杰普特,7,4,14.69,6.67,25.03,11.30
002541,鸿路钢构,7,0,10.26,0.72,10.26,0.72
688518,联赢激光,7,2,14.61,2.94,17.48,3.50
688262,国芯科技,7,0,4.15,1.45,17.85,5.68
688220,翱捷科技,7,0,0.93,0.29,10.92,2.93
605123,派克新材,7,0,4.19,-1.21,10.92,-3.16
605089,味知香,7,-2,3.52,-0.52,13.27,-1.99
002756,永兴材料,7,1,6.90,0.22,7.09,0.36
000733,振华科技,7,0,9.81,0.65,9.81,0.65
688661,和林微纳,7,2,3.84,2.44,13.82,9.32
601001,晋控煤业,7,0,8.54,2.37,8.54,2.37
688345,博力威,7,1,5.64,2.91,22.77,11.76
600399,抚顺特钢,7,-1,8.99,-1.25,8.99,-1.25
600971,恒源煤电,7,2,5.19,0.40,5.19,0.40
000999,华润三九,7,0,7.15,1.80,7.22,1.83
600563,法拉电子,7,0,11.38,-0.60,11.38,-0.60
688016,心脉医疗,7,-1,8.50,-1.03,15.83,-1.94
600529,山东药玻,7,0,7.57,0.53,7.57,0.53
688037,芯源微,7,1,7.96,2.32,16.33,4.76
600188,兖矿能源,7,0,2.27,0.23,3.76,0.39
603363,傲农生物,7,0,5.80,-0.78,6.95,-1.06
002498,汉缆股份,7,5,2.54,1.47,2.54,1.47
603477,巨星农牧,7,0,10.06,0.53,10.57,0.56
600546,山煤国际,7,0,7.52,2.28,7.52,2.28
002498,汉缆股份,7,5,2.54,1.47,2.54,1.47
605166,聚合顺,7,0,12.74,1.17,21.43,1.96
603477,巨星农牧,7,0,10.06,0.53,10.57,0.56
600546,山煤国际,7,0,7.52,2.28,7.52,2.28
688202,美迪西,7,0,13.82,0.34,31.94,0.80
688661,和林微纳,7,2,3.84,2.44,13.82,9.32
688114,华大智造,8,8,1.64,1.64,21.20,21.20
688337,普源精电,8,2,4.29,1.87,20.51,8.96
688196,卓越新能,8,0,4.04,0.21,16.18,0.85
301306,西测测试,8,8,2.80,2.80,11.81,11.81
002032,苏泊尔,8,0,2.67,0.34,2.68,0.35
603035,常熟汽饰,8,4,14.95,7.35,14.95,7.35
301168,通灵股份,8,1,5.35,2.85,21.41,11.41
688053,思科瑞,8,8,5.31,5.31,24.29,24.29
301235,华康医疗,8,3,4.39,2.60,18.78,10.75
301080,百普赛斯,8,-1,8.06,-1.35,32.23,-5.41
301278,快可电子,8,8,5.04,5.04,20.16,20.16
301087,可孚医疗,8,1,4.01,-0.39,16.43,-1.63
301103,何氏眼科,8,6,2.45,2.12,9.78,8.39
600426,华鲁恒升,8,0,10.07,1.35,10.14,1.36
688772,珠海冠宇,8,0,1.84,-0.02,18.79,-0.13
688290,景业智能,8,1,5.73,2.21,28.17,10.86
688190,云路股份,8,-1,6.76,0.88,29.53,3.83
002068,黑猫股份,8,0,13.14,-0.46,13.52,-0.47
301327,华宝新能,8,8,3.41,3.41,14.07,14.07
603786,科博达,8,0,2.93,-0.08,29.55,-0.46
688125,安达智能,8,2,5.15,2.67,24.75,12.85
688234,天岳先进,8,2,1.88,0.34,22.41,3.11
301263,泰恩康,8,4,3.26,2.23,14.34,9.66
688533,上声电子,8,-1,4.64,0.18,19.08,0.74
688213,思特威,8,2,1.63,-0.09,21.63,-1.23
603170,宝立食品,8,8,1.26,1.26,12.62,12.62
688401,路维光电,8,8,3.45,3.45,16.15,16.15
603096,新经典,8,0,12.26,-1.82,12.26,-1.82
688363,华熙生物,8,0,2.74,0.23,13.72,1.15
002078,太阳纸业,8,1,11.38,1.28,11.55,1.21
688297,中无人机,8,5,2.14,1.36,11.58,7.35
002487,大金重工,8,2,6.87,2.26,6.87,2.26
002897,意华股份,8,0,12.33,1.46,12.33,1.46
600060,海信视像,8,0,7.90,0.16,8.01,0.15
002487,大金重工,8,2,6.87,2.26,6.87,2.26
002897,意华股份,8,0,12.33,1.46,12.33,1.46
600060,海信视像,8,0,7.90,0.16,8.01,0.15
688311,盟升电子,8,5,9.91,5.04,16.98,8.51
688772,珠海冠宇,8,0,1.84,-0.02,18.79,-0.13
688268,华特气体,9,3,10.01,2.92,34.18,9.84
688120,华海清科,9,3,3.97,2.27,17.18,9.85
688112,鼎阳科技,9,1,5.62,0.99,24.66,4.36
301095,广立微,9,9,2.87,2.87,14.19,14.19
301269,华大九天,9,9,2.06,2.06,14.98,14.98
688212,澳华内镜,9,0,8.97,-0.86,40.44,-3.87
301117,佳缘科技,9,0,5.68,0.18,24.89,-0.60
301266,宇邦新材,9,5,5.15,3.24,21.73,13.66
688375,国博电子,9,9,1.60,1.60,21.10,21.10
300990,同飞股份,9,4,7.08,3.02,28.31,12.08
688326,经纬恒润,9,1,5.17,1.27,26.53,6.50
688032,禾迈股份,9,1,4.52,0.80,19.21,3.41
688439,振华风光,9,9,5.75,5.75,26.90,26.90
688048,长光华芯,9,1,4.05,0.25,18.60,1.13
688082,盛美上海,9,1,2.38,0.15,28.97,1.83
688248,南网科技,9,2,2.61,-1.63,18.97,-11.93
688072,拓荆科技,9,-1,4.72,-1.37,22.33,-6.50
688052,纳芯微,9,-1,4.44,-0.14,20.63,-0.66
688105,诺唯赞,9,-1,2.40,-0.13,26.85,-1.47
001270,铖昌科技,9,6,4.38,2.85,17.51,11.37
688115,思林杰,9,8,6.00,5.75,24.70,23.64
688348,昱能科技,9,2,3.70,0.84,15.62,3.52
688349,三一重能,9,2,2.69,1.78,23.76,15.79
300833,浩洋股份,10,0,7.24,-0.94,28.97,-3.76
301122,采纳股份,10,0,9.35,0.86,37.41,1.60
300893,松原股份,10,3,7.91,3.53,31.65,14.13
688293,奥浦迈,10,10,6.02,6.02,29.14,29.14
688041,海光信息,10,10,1.97,1.97,22.94,22.94
603209,兴通股份,10,4,6.52,3.03,26.07,12.12
688232,新点软件,10,3,6.45,2.99,30.26,14.02
688231,隆达股份,10,10,6.45,6.45,31.46,31.46
688381,帝奥微,10,10,4.25,4.25,18.82,18.82
688271,联影医疗,10,10,1.51,1.51,26.40,26.40
